|                name |        ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS | CHANCES |                   Abell | CODEX |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT | WINGS |  m200 | c200 | r200 |  d200 |
| ACT-CL J0238.0-5224 |  39.50564 | -52.40735 | 0.135 | 272.00 |  2.60 |    False |   False |  SPLUS-s40s19 |         |              ABELL 3038 |       |                    |                 |          |                   |       |  3.75 | 4.09 | 1.45 |  9.80 |
| ACT-CL J0238.3-2616 |  39.58642 | -26.27281 | 0.448 | 217.01 |  3.46 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.98 | 4.09 | 1.42 |  3.99 |
| ACT-CL J0238.8-1257 |  39.71393 | -12.96392 | 0.168 | 188.85 |  3.31 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.77 | 4.05 | 1.56 |  8.77 |
| ACT-CL J0239.3-0332 |  39.84166 |  -3.53602 | 0.249 | 175.18 |  3.05 |    False |   False |               |         |              ABELL 0369 |       |                    |                 |          |                   |       |  4.39 | 4.05 | 1.47 |  6.09 |
| ACT-CL J0239.8-0134 |  39.97138 |  -1.57902 | 0.375 | 173.01 |  9.24 |    False |    True | STRIPE82_0057 |         |              ABELL 0370 |       | PSZ2 G172.98-53.55 |                 |          |  ZwCl 0237.2-0146 |       | 13.11 | 4.42 | 2.02 |  6.32 |
| ACT-CL J0239.9-2126 |  39.98571 | -21.44156 | 0.318 | 205.89 |  3.45 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.97 | 4.05 | 1.49 |  5.20 |
| ACT-CL J0240.6-5946 |  40.15830 | -59.76678 | 0.400 | 280.70 |  6.38 |    False |    True |  SPLUS-s46s16 |         |                         |       | PSZ2 G280.76-52.30 |                 |          |                   |       |  9.11 | 4.26 | 1.77 |  5.32 |
| ACT-CL J0241.3-2838 |  40.34629 | -28.64781 | 0.238 | 222.97 |  4.68 |    False |   False |               |         |              ABELL 3041 | 77178 | PSZ2 G222.99-65.70 |                 |          |                   |       |  6.74 | 4.07 | 1.70 |  7.29 |
| ACT-CL J0241.8-2805 |  40.45561 | -28.09525 | 0.338 | 221.65 |  4.48 |    False |   False |               |         |                         | 77169 |                    |                 |          |                   |       |  6.44 | 4.10 | 1.62 |  5.40 |
| ACT-CL J0243.9-5936 |  40.99170 | -59.60206 | 0.227 | 280.01 |  2.65 |    False |   False |  SPLUS-s46s17 |         |                         |       |                    |                 |          |                   |       |  3.82 | 4.06 | 1.42 |  6.29 |
| ACT-CL J0244.3-1157 |  41.07779 | -11.95736 | 0.409 | 188.65 |  3.63 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.23 | 4.09 | 1.47 |  4.35 |
| ACT-CL J0244.3-0736 |  41.09991 |  -7.60816 | 0.351 | 182.06 |  3.69 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.32 | 4.07 | 1.51 |  4.93 |
| ACT-CL J0244.4-3241 |  41.11247 | -32.69165 | 0.445 | 232.64 |  3.28 |    False |   False |  SPLUS-s25s27 |         |                         |       |                    |                 |          |                   |       |  4.72 | 4.08 | 1.40 |  3.95 |
| ACT-CL J0244.4-1550 |  41.11664 | -15.84174 | 0.394 | 195.45 |  3.84 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.52 | 4.09 | 1.50 |  4.56 |
| ACT-CL J0245.4-5228 |  41.35012 | -52.47813 | 0.440 | 270.76 |  2.70 |    False |   False |  SPLUS-s40s20 |         |                         |       |                    |                 |          |                   |       |  3.89 | 4.05 | 1.31 |  3.73 |
| ACT-CL J0245.5-5302 |  41.37533 | -53.03585 | 0.298 | 271.53 | 10.65 |     True |   False |  SPLUS-s41s20 |         |             ABELL S0295 | 91486 | PSZ2 G271.53-56.57 |                 |          | PSZ1 G271.48-56.5 |       | 15.11 | 4.40 | 2.18 |  7.93 |
| ACT-CL J0245.8-0042 |  41.46207 |  -0.70781 | 0.179 | 173.81 |  2.80 |    False |   False | STRIPE82_0059 |         |              ABELL 0381 | 55606 | PSZ2 G173.90-51.89 |                 |          |                   |       |  4.03 | 4.06 | 1.47 |  7.84 |
| ACT-CL J0245.9-2029 |  41.48734 | -20.48970 | 0.310 | 204.89 |  4.00 |    False |   False |               |         |              ABELL 3048 | 72969 | PSZ2 G205.05-62.95 |                 |          |                   |       |  5.76 | 4.07 | 1.57 |  5.58 |
| ACT-CL J0246.4-2033 |  41.60235 | -20.55710 | 0.318 | 205.11 |  5.70 |    False |    True |               |         |              ABELL 3048 | 72969 | PSZ2 G205.05-62.95 |                 |          |                   |       |  8.18 | 4.15 | 1.76 |  6.15 |
| ACT-CL J0246.4+0429 |  41.62229 |   4.49448 | 0.420 | 168.63 |  3.12 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.49 | 4.07 | 1.39 |  4.05 |
| ACT-CL J0246.8-1725 |  41.70418 | -17.42916 | 0.431 | 198.96 |  3.88 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.57 | 4.11 | 1.48 |  4.27 |
| ACT-CL J0247.3-0156 |  41.84762 |  -1.93760 | 0.239 | 175.66 |  2.59 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  3.73 | 4.06 | 1.40 |  5.97 |
| ACT-CL J0247.9-3648 |  41.98371 | -36.80695 | 0.362 | 241.74 |  3.47 |    False |   False |  SPLUS-s28s26 |         |                         |       |                    |                 |          |                   |       |  5.00 | 4.06 | 1.47 |  4.71 |
| ACT-CL J0248.0-0331 |  42.01589 |  -3.53220 | 0.191 | 177.76 |  4.95 |    False |    True |               |         |              ABELL 0383 | 60202 |                    |                 |          |                   |       |  7.13 | 4.06 | 1.77 |  8.98 |
| ACT-CL J0248.2-0216 |  42.05680 |  -2.26836 | 0.238 | 176.29 |  9.85 |    False |    True |               |         |              ABELL 0384 |       | PSZ2 G176.25-52.57 |                 |          |                   |       | 14.06 | 4.28 | 2.18 |  9.32 |
| ACT-CL J0248.3-0337 |  42.08896 |  -3.62214 | 0.180 | 177.96 |  2.12 |    False |   False |               |         |              ABELL 0383 | 60202 |                    |                 |          |                   |       |  3.05 | 4.11 | 1.34 |  7.11 |
| ACT-CL J0251.3-2055 |  42.83094 | -20.93236 | 0.325 | 206.70 |  3.80 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.47 | 4.07 | 1.54 |  5.28 |
| ACT-CL J0251.3-2456 |  42.84581 | -24.94577 | 0.120 | 215.11 |  3.92 |    False |    True |               |         |              ABELL 0389 | 73088 |                    |                 |          |                   |       |  5.64 | 4.04 | 1.68 | 12.49 |
| ACT-CL J0251.8-1325 |  42.97496 | -13.43332 | 0.295 | 193.01 |  3.89 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.60 | 4.06 | 1.57 |  5.75 |
| ACT-CL J0252.5-4648 |  43.14582 | -46.80833 | 0.383 | 260.63 |  2.20 |    False |   False |  SPLUS-s36s23 |         |                         |       |                    |                 |          |                   |       |  3.17 | 4.04 | 1.25 |  3.87 |
| ACT-CL J0252.7-4824 |  43.19108 | -48.41204 | 0.421 | 263.28 |  4.79 |    False |   False |  SPLUS-s37s23 |         |                         |       |                    |                 |          |                   |       |  6.86 | 4.16 | 1.60 |  4.66 |
| ACT-CL J0252.9-5101 |  43.24278 | -51.03168 | 0.444 | 267.35 |  3.87 |    False |   False |  SPLUS-s39s22 |         |                         |       |                    |                 |          |                   |       |  5.55 | 4.12 | 1.47 |  4.17 |
| ACT-CL J0253.1-3328 |  43.28292 | -33.47078 | 0.245 | 234.01 |  2.93 |    False |   False |  SPLUS-s26s28 |         |              ABELL 3064 |       |                    |                 |          |                   |       |  4.23 | 4.05 | 1.46 |  6.10 |
| ACT-CL J0253.2-3818 |  43.30701 | -38.30381 | 0.443 | 244.38 |  4.65 |    False |   False |  SPLUS-s30s26 |         |                         |       |                    |                 |          |                   |       |  6.66 | 4.17 | 1.57 |  4.44 |
| ACT-CL J0254.3-5857 |  43.58138 | -58.95064 | 0.438 | 277.75 |  8.00 |    False |    True |  SPLUS-s45s18 |         |                         | 94481 | PSZ2 G277.76-51.74 |                 |          |                   |       | 11.34 | 4.42 | 1.88 |  5.35 |
| ACT-CL J0255.9-4655 |  43.98348 | -46.92919 | 0.393 | 260.31 |  2.65 |    False |   False |  SPLUS-s36s23 |         |                         |       |                    |                 |          |                   |       |  3.81 | 4.05 | 1.33 |  4.03 |
| ACT-CL J0255.9-4635 |  43.98889 | -46.59444 | 0.313 | 259.74 |  2.15 |    False |   False |  SPLUS-s36s23 |         |                         |       |                    |                 |          |                   |       |  3.10 | 4.06 | 1.28 |  4.51 |
| ACT-CL J0256.5+0006 |  44.13294 |   0.10488 | 0.363 | 175.92 |  5.63 |    False |    True | STRIPE82_0064 |         |                         |       |                    |                 |          |                   |       |  8.06 | 4.18 | 1.72 |  5.52 |
| ACT-CL J0256.9-4736 |  44.24091 | -47.60954 | 0.212 | 261.29 |  2.40 |    False |   False |  SPLUS-s37s23 |         |              ABELL 3072 | 88270 |                    |                 |          |                   |       |  3.45 | 4.07 | 1.38 |  6.45 |
| ACT-CL J0257.5-5842 |  44.38506 | -58.70816 | 0.433 | 277.01 |  4.16 |    False |   False |  SPLUS-s45s19 |         |                         |       |                    |                 |          |                   |       |  5.97 | 4.13 | 1.52 |  4.36 |
| ACT-CL J0257.7-2209 |  44.42674 | -22.15370 | 0.322 | 210.07 |  8.10 |    False |    True |               |         |              ABELL 0402 | 73057 | PSZ2 G210.08-60.96 |                 |          | MCXC J0257.6-2209 |       | 11.55 | 4.29 | 1.98 |  6.83 |
| ACT-CL J0258.1-3453 |  44.52784 | -34.89911 | 0.353 | 236.84 |  3.22 |    False |   False |  SPLUS-s27s28 |         |                         |       |                    |                 |          |                   |       |  4.64 | 4.05 | 1.44 |  4.68 |
| ACT-CL J0258.5-3859 |  44.64587 | -38.99167 | 0.450 | 245.22 |  2.50 |    False |   False |  SPLUS-s30s27 |         |                         |       |                    |                 |          |                   |       |  3.60 | 4.05 | 1.27 |  3.57 |
| ACT-CL J0258.9-1938 |  44.74062 | -19.64620 | 0.265 | 205.44 |  3.96 |    False |   False |               |         |              ABELL 0406 |       |                    |                 |          |                   |       |  5.70 | 4.05 | 1.60 |  6.32 |
| ACT-CL J0259.0-0659 |  44.76996 |  -6.99067 | 0.421 | 185.20 |  8.07 |    False |    True |               |         |                         |       | PSZ2 G185.16-53.63 |                 |          |                   |       | 11.45 | 4.40 | 1.89 |  5.53 |
| ACT-CL J0259.1-5128 |  44.77782 | -51.47230 | 0.374 | 267.04 |  2.87 |    False |   False |  SPLUS-s40s22 |         |              ABELL 3077 |       |                    |                 |          |                   |       |  4.14 | 4.05 | 1.38 |  4.31 |
| ACT-CL J0259.5-2807 |  44.89584 | -28.12087 | 0.256 | 222.47 |  3.13 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.50 | 4.05 | 1.48 |  6.01 |
| ACT-CL J0259.6-4555 |  44.90014 | -45.92940 | 0.434 | 258.06 |  2.89 |    False |   False |  SPLUS-s36s24 |         |                         |       |                    |                 |          |                   |       |  4.16 | 4.06 | 1.34 |  3.85 |
| ACT-CL J0259.9-1023 |  44.98616 | -10.39441 | 0.399 | 190.19 |  3.78 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.43 | 4.09 | 1.49 |  4.49 |
